architecture,energy_per_encoded_bit,energy_per_operation,experiment_id,frequency_hz,functional_failure_reasons,functional_pass,input_pattern,level,load_ff,model,output_swing,pavg,pdp,raw_log,simulation_file,status,temp,temperature_c,tfall,tnom,tpd,tphl,tplh,transistor_count,trise,validation_errors,vdd,voh,vol
FSGDI,3.657161441301818e-16,4.022877585432e-15,EXP-H117-FSGDI-NOM,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2052783626135999,5.02859698179e-07,7.007987428223473e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-NOM.log,ltspice/hamming-11-7/EXP-H117-FSGDI-NOM.cir,Validated,27.0,27.0,,27.0,1.393626781705e-10,1.25866914904e-10,1.52858441437e-10,72,,[],1.2,1.20271229744,-0.0025660651736
CMOS,1.904804599803636e-15,2.0952850597839997e-14,EXP-H117-CMOS-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.60829007811858,2.61910632473e-06,1.4309127980591784e-15,ltspice/hamming-11-7/EXP-H117-CMOS-VDD06.log,ltspice/hamming-11-7/EXP-H117-CMOS-VDD06.cir,Validated,27.0,27.0,,27.0,5.46336276824e-10,4.25754039004e-10,6.66918514644e-10,144,,[],0.6,0.605071604252,-0.00321847386658
GDI,6.17490597896e-17,6.792396576856e-16,EXP-H117-GDI-VDD06,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.6069221957586699,8.49049572107e-08,1.3795163022501897e-15,ltspice/hamming-11-7/EXP-H117-GDI-VDD06.log,ltspice/hamming-11-7/EXP-H117-GDI-VDD06.cir,Validated,27.0,27.0,,27.0,1.624777100855e-08,1.6272922453e-08,1.62226195641e-08,48,,[],0.6,0.603744328022,-0.00317786773667
FSGDI,5.558215365992727e-17,6.114036902592e-16,EXP-H117-FSGDI-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.60742274415684,7.64254612824e-08,4.301869495964805e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD06.log,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD06.cir,Validated,27.0,27.0,,27.0,5.62884335113e-10,4.32910858973e-10,6.92857811253e-10,72,,[],0.6,0.6040802598,-0.00334248435684
CMOS,3.463998453381818e-15,3.81039829872e-14,EXP-H117-CMOS-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.80876056104932,4.7629978734e-06,1.33430338742465e-15,ltspice/hamming-11-7/EXP-H117-CMOS-VDD08.log,ltspice/hamming-11-7/EXP-H117-CMOS-VDD08.cir,Validated,27.0,27.0,,27.0,2.801394044025e-10,2.31247770565e-10,3.2903103824e-10,144,,[],0.8,0.80547618866,-0.00328437238932
GDI,1.5507530207563637e-16,1.705828322832e-15,EXP-H117-GDI-VDD08,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.8058875012211201,2.13228540354e-07,3.441650277369316e-15,ltspice/hamming-11-7/EXP-H117-GDI-VDD08.log,ltspice/hamming-11-7/EXP-H117-GDI-VDD08.cir,Validated,27.0,27.0,,27.0,1.6140664245299998e-08,1.61533607353e-08,1.61279677553e-08,48,,[],0.8,0.803316950798,-0.00257055042312
FSGDI,1.0938903084654546e-16,1.2032793393120001e-15,EXP-H117-FSGDI-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,0.80686536291614,1.50409917414e-07,3.97937434026826e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD08.log,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD08.cir,Validated,27.0,27.0,,27.0,2.6456861413699997e-10,2.17937196274e-10,3.11200032e-10,72,,[],0.8,0.803680062294,-0.00318530062214
CMOS,5.727374492552728e-15,6.300111941808e-14,EXP-H117-CMOS-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.0085354710504801,7.87513992726e-06,1.6052925996821072e-15,ltspice/hamming-11-7/EXP-H117-CMOS-VDD10.log,ltspice/hamming-11-7/EXP-H117-CMOS-VDD10.cir,Validated,27.0,27.0,,27.0,2.0384305733099998e-10,1.76302440964e-10,2.31383673698e-10,144,,[],1.0,1.00515365601,-0.00338181504048
GDI,3.1020867137236367e-16,3.4122953850960003e-15,EXP-H117-GDI-VDD10,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.0048956146882,4.26536923137e-07,6.87056102261678e-15,ltspice/hamming-11-7/EXP-H117-GDI-VDD10.log,ltspice/hamming-11-7/EXP-H117-GDI-VDD10.cir,Validated,27.0,27.0,,27.0,1.61077755522e-08,1.61172159648e-08,1.60983351396e-08,48,,[],1.0,1.00276613235,-0.0021294823382
FSGDI,1.9996052177309088e-16,2.1995657395039997e-15,EXP-H117-FSGDI-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.00616776244474,2.74945717438e-07,4.924288471153887e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD10.log,ltspice/hamming-11-7/EXP-H117-FSGDI-VDD10.cir,Validated,27.0,27.0,,27.0,1.791003881435e-10,1.56093661027e-10,2.0210711526e-10,72,,[],1.0,1.00340414047,-0.00276362197474
CMOS,8.420514590254546e-15,9.26256604928e-14,EXP-H117-CMOS-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.21008596173695,1.15782075616e-05,1.4708887295922794e-15,ltspice/hamming-11-7/EXP-H117-CMOS-TM20.log,ltspice/hamming-11-7/EXP-H117-CMOS-TM20.cir,Validated,-20.0,-20.0,,27.0,1.27039416228e-10,1.27857827792e-10,1.26221004664e-10,144,,[],1.2,1.20712220669,-0.00296375504695
GDI,4.469352653949091e-16,4.916287919344e-15,EXP-H117-GDI-TM20,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20388998556528,6.14535989918e-07,9.876847856327227e-15,ltspice/hamming-11-7/EXP-H117-GDI-TM20.log,ltspice/hamming-11-7/EXP-H117-GDI-TM20.cir,Validated,-20.0,-20.0,,27.0,1.60720413749e-08,1.60849692593e-08,1.60591134905e-08,48,,[],1.2,1.202657938,-0.00123204756528
FSGDI,2.584872330894545e-16,2.843359563984e-15,EXP-H117-FSGDI-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2072751424277601,3.55419945498e-07,3.669944444279194e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-TM20.log,ltspice/hamming-11-7/EXP-H117-FSGDI-TM20.cir,Validated,-20.0,-20.0,,27.0,1.032565698905e-10,1.01699264389e-10,1.04813875392e-10,72,,[],1.2,1.20411670208,-0.00315844034776
CMOS,9.6279382192e-15,1.059073204112e-13,EXP-H117-CMOS-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20644176471825,1.32384150514e-05,3.1572897052591287e-15,ltspice/hamming-11-7/EXP-H117-CMOS-T85.log,ltspice/hamming-11-7/EXP-H117-CMOS-T85.cir,Validated,85.0,85.0,,27.0,2.38494539792e-10,1.96778402129e-10,2.80210677455e-10,144,,[],1.2,1.2042825222,-0.00215924251825
GDI,7.165323126952728e-16,7.881855439648e-15,EXP-H117-GDI-T85,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2038609798735,9.85231929956e-07,1.5884675726079263e-14,ltspice/hamming-11-7/EXP-H117-GDI-T85.log,ltspice/hamming-11-7/EXP-H117-GDI-T85.cir,Validated,85.0,85.0,,27.0,1.6122778041500002e-08,1.61278993308e-08,1.61176567522e-08,48,,[],1.2,1.2026848793,-0.0011761005735
FSGDI,5.7720785756290915e-16,6.349286433192e-15,EXP-H117-FSGDI-T85,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20431524026399,7.93660804149e-07,1.5369498861425183e-16,ltspice/hamming-11-7/EXP-H117-FSGDI-T85.log,ltspice/hamming-11-7/EXP-H117-FSGDI-T85.cir,Validated,85.0,85.0,,27.0,1.936532430615e-10,1.62469444709e-10,2.24837041414e-10,72,,[],1.2,1.20253300667,-0.00178223359399
CMOS,5.30986475349091e-15,5.84085122884e-14,EXP-H117-CMOS-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,1.0,PTM-65nm-beta-2006,1.22801012452474,7.30106403605e-06,6.771387898986979e-16,ltspice/hamming-11-7/EXP-H117-CMOS-L01.log,ltspice/hamming-11-7/EXP-H117-CMOS-L01.cir,Validated,27.0,27.0,,27.0,9.274521995085001e-11,8.20480562667e-11,1.03442383635e-10,144,,[],1.2,1.21992754936,-0.00808257516474
GDI,4.76373870608e-16,5.240112576688e-15,EXP-H117-GDI-L01,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,1.0,PTM-65nm-beta-2006,1.3096254579695998,6.55014072086e-07,1.050602198212451e-14,ltspice/hamming-11-7/EXP-H117-GDI-L01.log,ltspice/hamming-11-7/EXP-H117-GDI-L01.cir,Rejected,27.0,27.0,,27.0,1.6039383625249998e-08,1.60397471097e-08,1.60390201408e-08,48,,"[""output_outside_supply""]",1.2,1.26142466068,-0.0482007972896
FSGDI,3.413802714007273e-16,3.755182985408e-15,EXP-H117-FSGDI-L01,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,1.0,PTM-65nm-beta-2006,1.2647124435783,4.69397873176e-07,1.9976968251736797e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-L01.log,ltspice/hamming-11-7/EXP-H117-FSGDI-L01.cir,Validated,27.0,27.0,,27.0,4.25587106234e-11,4.21749578897e-11,4.29424633571e-11,72,,[],1.2,1.24020636082,-0.0245060827583
CMOS,6.8328828694400004e-15,7.516171156384e-14,EXP-H117-CMOS-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,5.0,PTM-65nm-beta-2006,1.21297384472881,9.39521394548e-06,1.1685278333475331e-15,ltspice/hamming-11-7/EXP-H117-CMOS-L05.log,ltspice/hamming-11-7/EXP-H117-CMOS-L05.cir,Validated,27.0,27.0,,27.0,1.2437479765e-10,1.09984978415e-10,1.38764616885e-10,144,,[],1.2,1.20917451382,-0.00379933090881
GDI,5.009496887061819e-16,5.510446575768e-15,EXP-H117-GDI-L05,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,5.0,PTM-65nm-beta-2006,1.20891901314929,6.88805821971e-07,1.1063467510084423e-14,ltspice/hamming-11-7/EXP-H117-GDI-L05.log,ltspice/hamming-11-7/EXP-H117-GDI-L05.cir,Validated,27.0,27.0,,27.0,1.60618089412e-08,1.60655475316e-08,1.60580703508e-08,48,,[],1.2,1.20569181442,-0.00322719872929
FSGDI,3.641220251970909e-16,4.005342277168e-15,EXP-H117-FSGDI-L05,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,5.0,PTM-65nm-beta-2006,1.21063778642421,5.00667784646e-07,4.286618778574388e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-L05.log,ltspice/hamming-11-7/EXP-H117-FSGDI-L05.cir,Validated,27.0,27.0,,27.0,8.56180267641e-11,7.95998591684e-11,9.16361943598e-11,72,,[],1.2,1.20534467697,-0.00529310945421
CMOS,1.27096843272e-14,1.398065275992e-13,EXP-H117-CMOS-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,20.0,PTM-65nm-beta-2006,1.20416034874688,1.74758159499e-05,4.2586883112794654e-15,ltspice/hamming-11-7/EXP-H117-CMOS-L20.log,ltspice/hamming-11-7/EXP-H117-CMOS-L20.cir,Validated,27.0,27.0,,27.0,2.436903846715e-10,2.11429321776e-10,2.75951447567e-10,144,,[],1.2,1.20295751095,-0.00120283779688
GDI,6.443430539563636e-16,7.08777359352e-15,EXP-H117-GDI-L20,125000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,20.0,PTM-65nm-beta-2006,1.201966981172564,8.8597169919e-07,1.4305414898455328e-14,ltspice/hamming-11-7/EXP-H117-GDI-L20.log,ltspice/hamming-11-7/EXP-H117-GDI-L20.cir,Validated,27.0,27.0,,27.0,1.614658223455e-08,1.61674923084e-08,1.61256721607e-08,48,,[],1.2,1.20138025284,-0.000586728332564
FSGDI,3.9227175177018183e-16,4.314989269472e-15,EXP-H117-FSGDI-L20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,20.0,PTM-65nm-beta-2006,1.20299604523358,5.39373658684e-07,1.331293319692431e-16,ltspice/hamming-11-7/EXP-H117-FSGDI-L20.log,ltspice/hamming-11-7/EXP-H117-FSGDI-L20.cir,Validated,27.0,27.0,,27.0,2.468220867405e-10,2.18581580008e-10,2.75062593473e-10,72,,[],1.2,1.20147037506,-0.00152567017358
CMOS,1.0912891849818181e-14,1.20041810348e-13,EXP-H117-CMOS-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20916203432225,3.0010452587e-06,4.952785897956413e-16,ltspice/hamming-11-7/EXP-H117-CMOS-F025.log,ltspice/hamming-11-7/EXP-H117-CMOS-F025.cir,Validated,27.0,27.0,,27.0,1.65035361716e-10,1.45669976502e-10,1.8440074693e-10,144,,[],1.2,1.20547497272,-0.00368706160225
GDI,1.2201640287381818e-15,1.342180431612e-14,EXP-H117-GDI-F025,25000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20464408828152,3.35545107903e-07,2.6873737094820853e-14,ltspice/hamming-11-7/EXP-H117-GDI-F025.log,ltspice/hamming-11-7/EXP-H117-GDI-F025.cir,Validated,27.0,27.0,,27.0,8.008978960465e-08,8.00996611487e-08,8.00799180606e-08,48,,[],1.2,1.20278394222,-0.00186014606152
FSGDI,1.0629865332545452e-15,1.1692851865799998e-14,EXP-H117-FSGDI-F025,25000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2052816012843,2.92321296645e-07,4.073867918296191e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-F025.log,ltspice/hamming-11-7/EXP-H117-FSGDI-F025.cir,Validated,27.0,27.0,,27.0,1.39362679526e-10,1.25866917615e-10,1.52858441437e-10,72,,[],1.2,1.20271170139,-0.0025698998943
CMOS,8.626688481272728e-15,9.4893573294e-14,EXP-H117-CMOS-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2071801563681201,1.89787146588e-05,3.111434857637539e-15,ltspice/hamming-11-7/EXP-H117-CMOS-F200.log,ltspice/hamming-11-7/EXP-H117-CMOS-F200.cir,Validated,27.0,27.0,,27.0,1.639433920355e-10,1.43486037141e-10,1.8440074693e-10,144,,[],1.2,1.20470321178,-0.00247694458812
GDI,4.931447197409091e-16,5.42459191715e-15,EXP-H117-GDI-F200,200000000.0,"[""delay_exceeds_half_period""]",False,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.20450318290015,1.08491838343e-06,1.0946593895272066e-14,ltspice/hamming-11-7/EXP-H117-GDI-F200.log,ltspice/hamming-11-7/EXP-H117-GDI-F200.cir,Validated,27.0,27.0,,27.0,1.008978561195e-08,1.00996601232e-08,1.00799111007e-08,48,,[],1.2,1.20264112949,-0.00186205341015
FSGDI,3.0082426281045453e-16,3.309066890915e-15,EXP-H117-FSGDI-F200,200000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,H117,10.0,PTM-65nm-beta-2006,1.2047785089850098,6.61813378183e-07,9.223213753218632e-17,ltspice/hamming-11-7/EXP-H117-FSGDI-F200.log,ltspice/hamming-11-7/EXP-H117-FSGDI-F200.cir,Validated,27.0,27.0,,27.0,1.393627577995e-10,1.25867074162e-10,1.52858441437e-10,72,,[],1.2,1.20271110535,-0.00206740363501
CMOS,1.8015805915533333e-14,2.161896709864e-13,EXP-EH127-CMOS-NOM,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20642247994024,2.70237088733e-05,9.321746977177353e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-NOM.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-NOM.cir,Validated,27.0,27.0,,27.0,3.4494698787950003e-10,3.16368210469e-10,3.7352576529e-10,264,,[],1.2,1.20448255539,-0.00193992455024
FSGDI,1.7001018198133334e-15,2.0401221837760002e-14,EXP-EH127-FSGDI-NOM,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.21348346024712,2.55015272972e-06,1.094173785309568e-15,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-NOM.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-NOM.cir,Validated,27.0,27.0,,27.0,4.290620606985e-10,3.65421980941e-10,4.92702140456e-10,132,,[],1.2,1.20748758316,-0.00599587708712
HYBRID_A,1.7224497388133332e-14,2.066939686576e-13,EXP-EH127-HYBRID_A-NOM,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.2039392717391801,2.58367460822e-05,7.202856205954217e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-NOM.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-NOM.cir,Validated,27.0,27.0,,27.0,2.787834111555e-10,2.62388332395e-10,2.95178489916e-10,220,,[],1.2,1.20271015167,-0.00122912006918
HYBRID_B,7.468613760533334e-15,8.96233651264e-14,EXP-EH127-HYBRID_B-NOM,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.20417936646418,1.12029206408e-05,2.418109769001139e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-NOM.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-NOM.cir,Validated,27.0,27.0,,27.0,2.158463713645e-10,2.06937039854e-10,2.24755702875e-10,152,,[],1.2,1.20272493362,-0.00145443284418
CMOS,3.4382915918133335e-15,4.1259499101760003e-14,EXP-EH127-CMOS-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.6079233135101499,5.15743738772e-06,6.175952164211822e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD06.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD06.cir,Validated,27.0,27.0,,27.0,1.1974846614555e-09,9.71254092061e-10,1.42371523085e-09,264,,[],0.6,0.604710400105,-0.00321291340515
FSGDI,1.4588541765933334e-16,1.750625011912e-15,EXP-EH127-FSGDI-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.6070750937799,2.18828126489e-07,4.0578804420412656e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD06.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD06.cir,Validated,27.0,27.0,,27.0,1.854368772035e-09,1.24865603897e-09,2.4600815051e-09,132,,[],0.6,0.60404253006,-0.0030325637199
HYBRID_A,3.4364985581066664e-15,4.123798269728e-14,EXP-EH127-HYBRID_A-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.6069162448401401,5.15474783716e-06,4.589734425117341e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD06.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD06.cir,Validated,27.0,27.0,,27.0,8.903897086935e-10,7.72160163157e-10,1.00861925423e-09,220,,[],0.6,0.604091644287,-0.00282460055314
HYBRID_B,1.6520033873399999e-15,1.982404064808e-14,EXP-EH127-HYBRID_B-VDD06,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.60687534767165,2.47800508101e-06,2.2832051932251962e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD06.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD06.cir,Validated,27.0,27.0,,27.0,9.213884227770001e-10,7.69425805744e-10,1.07335103981e-09,152,,[],0.6,0.604020118713,-0.00285522895865
CMOS,6.419253682999999e-15,7.703104419599999e-14,EXP-EH127-CMOS-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.80862577399212,9.6288805245e-06,5.638083004208038e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD08.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD08.cir,Validated,27.0,27.0,,27.0,5.855387851019999e-10,4.91078693941e-10,6.79998876263e-10,264,,[],0.8,0.805403769016,-0.00322200497612
FSGDI,3.3712579672400003e-16,4.045509560688e-15,EXP-EH127-FSGDI-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.80966090224656,5.05688695086e-07,4.342177591421571e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD08.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD08.cir,Validated,27.0,27.0,,27.0,8.586661385980001e-10,6.62608788416e-10,1.05472348878e-09,132,,[],0.8,0.804749369621,-0.00491153262556
HYBRID_A,6.352420347586667e-15,7.622904417104e-14,EXP-EH127-HYBRID_A-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.8064479331948801,9.52863052138e-06,4.422445429978973e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD08.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD08.cir,Validated,27.0,27.0,,27.0,4.641218294755e-10,4.16188186501e-10,5.1205547245e-10,220,,[],0.8,0.804026007652,-0.00242192554288
HYBRID_B,2.9958108782933336e-15,3.594973053952e-14,EXP-EH127-HYBRID_B-VDD08,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,0.806267519016,4.49371631744e-06,1.860899968245824e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD08.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD08.cir,Validated,27.0,27.0,,27.0,4.14111580881e-10,3.64805710779e-10,4.63417450983e-10,152,,[],0.8,0.804038167,-0.002229352016
CMOS,1.1136574381799998e-14,1.3363889258159998e-13,EXP-EH127-CMOS-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.00806925259379,1.67048615727e-05,7.0302259413394864e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD10.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-VDD10.cir,Validated,27.0,27.0,,27.0,4.2084909897300003e-10,3.73010540925e-10,4.68687657021e-10,264,,[],1.0,1.00519633293,-0.00287291966379
FSGDI,7.976704263333333e-16,9.572045116e-15,EXP-EH127-FSGDI-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.01103796390855,1.1965056395e-06,6.690597529323252e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD10.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-VDD10.cir,Validated,27.0,27.0,,27.0,5.59178102338e-10,4.57559674828e-10,6.60796529848e-10,132,,[],1.0,1.00635778904,-0.00468017486855
HYBRID_A,1.0784089013266667e-14,1.294090681592e-13,EXP-EH127-HYBRID_A-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.00496598879963,1.61761335199e-05,5.497440476902915e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD10.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_A-VDD10.cir,Validated,27.0,27.0,,27.0,3.3984885635e-10,3.15730619464e-10,3.63967093236e-10,220,,[],1.0,1.00335872173,-0.00160726706963
HYBRID_B,4.872803074246667e-15,5.847363689096001e-14,EXP-EH127-HYBRID_B-VDD10,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.0050929343598,7.30920461137e-06,2.010637542989368e-15,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD10.log,ltspice/extended-hamming-12-7/EXP-EH127-HYBRID_B-VDD10.cir,Validated,27.0,27.0,,27.0,2.75082946763e-10,2.55716156655e-10,2.94449736871e-10,152,,[],1.0,1.00334644318,-0.0017464911798
CMOS,1.7022355489333334e-14,2.04268265872e-13,EXP-EH127-CMOS-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.21046430896715,2.5533533234e-05,6.772482920155492e-15,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-TM20.log,ltspice/extended-hamming-12-7/EXP-EH127-CMOS-TM20.cir,Validated,-20.0,-20.0,,27.0,2.652387688805e-10,2.72321928262e-10,2.58155609499e-10,264,,[],1.2,1.20682108402,-0.00364322494715
FSGDI,1.3652610407199999e-15,1.638313248864e-14,EXP-EH127-FSGDI-TM20,125000000.0,[],True,common 16-cycle binary-count activity sample; exhaustive correctness is verified in Python,EH127,10.0,PTM-65nm-beta-2006,1.21434556925692,2.04789156108e-06,6.062081766796836e-16,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-TM20.log,ltspice/extended-hamming-12-7/EXP-EH127-FSGDI-TM20.cir,Validated,-20.0,-20.0,,27.0,2.960157599165e-10,2.75721687503e-10,3.1630983233e-10,132,,[],1.2,1.20831155777,-0.00603401148692
